A29974824,Magnetizing (Wangdü) Prayer,https://github.com/OpenPecha-Data/A29974824
A489A39B6,Prayer to Drukpa Kunley,https://github.com/OpenPecha-Data/A489A39B6
AD22D4B86,Windhorse Practice of Tārā,https://github.com/OpenPecha-Data/AD22D4B86
A2B4FB728,The Falling Rain of Blessings: A Brief Daily Practice of the Wealth Deity White Jambhala,https://github.com/OpenPecha-Data/A2B4FB728
AF6C2145D,The Ambrosia of Blessings: A Prayer to the Vidyādhara of Unparalleled Kindness, Drodül Pawo Dorje,https://github.com/OpenPecha-Data/AF6C2145D
AE4E72DEC,Victorious in the Battle with the Four Demons: A Prayer to the Lineage of the Wrathful Guru, Hayagrīva and Garuḍa,https://github.com/OpenPecha-Data/AE4E72DEC
AD79BA449,A Prayer to the Precious Teacher of Incomparable Kindness, Jamyang Lungtok Gyaltsen,https://github.com/OpenPecha-Data/AD79BA449
AE4D99BD4,A Prayer to Tārā,https://github.com/OpenPecha-Data/AE4D99BD4
A8C881247,A Synopsis of Guru Padmasambhava’s Life,https://github.com/OpenPecha-Data/A8C881247
A878E28C8,Long Life Prayer for Alak Zenkar Rinpoche,https://github.com/OpenPecha-Data/A878E28C8
A9AFE97AB,Long Life Prayer for Patrick Gaffney (Yeshé Wangyal),https://github.com/OpenPecha-Data/A9AFE97AB
A85C49CC0,Prayer for the Long Life of Alak Zenkar Rinpoche,https://github.com/OpenPecha-Data/A85C49CC0
AFB2E0055,Prayer for the Long Life of Alak Zenkar Rinpoche,https://github.com/OpenPecha-Data/AFB2E0055
A9F6C6DCA,Prayer for the Long Life of Alak Zenkar Rinpoche, the Incarnation of Do Khyentsé Yeshé Dorjé,https://github.com/OpenPecha-Data/A9F6C6DCA
A4A97E641,Prayer for the Long Life of Alak Zenkar Rinpoche, the Incarnation of Do Khyentsé Yeshé Dorjé,https://github.com/OpenPecha-Data/A4A97E641
AFB4EFBCA,A Prayer for the Swift Rebirth of Tenpai Nyima Rinpoche,https://github.com/OpenPecha-Data/AFB4EFBCA
A93E6CFB1,Prayer for Swift Rebirth of the Fourth Dodrupchen Rinpoche,https://github.com/OpenPecha-Data/A93E6CFB1
A99A0A699,The Jewelled Garland: An Aspiration for the Spread of the Teachings of the Omniscient Father and Son, Masters of the Teachings of the Ancient Translations,https://github.com/OpenPecha-Data/A99A0A699
A686869EE,A Prayer for Auspiciousness,https://github.com/OpenPecha-Data/A686869EE
ACA09141E,A Prayer to Chöying Dorje,https://github.com/OpenPecha-Data/ACA09141E
AFFB8E885,A Prayer to Mañjuśrī,https://github.com/OpenPecha-Data/AFFB8E885
AE864C4A0,A Prayer to Yumka Tsogyal,https://github.com/OpenPecha-Data/AE864C4A0
AF668D6D6,A Short Prayer to Chöying Dorje,https://github.com/OpenPecha-Data/AF668D6D6
A1D54EE3C,Daily Practice of Vajrakīla,https://github.com/OpenPecha-Data/A1D54EE3C
A1A1F1981,Invoking the Blessings of the Kagyü Lineage—‘Dorjechang Thungma’,https://github.com/OpenPecha-Data/A1A1F1981
A7C66907F,Prayer to Butön Rinpoche,https://github.com/OpenPecha-Data/A7C66907F
